customer_id,customer_name,email,registration_date,customer_type
CUST0663,Arjun Sharma,arjun.sharma663@yahoo.com,2025-11-28,REGULAR
CUST0664,Ishaan Mishra,ishaan.mishra664@outlook.com,2025-09-22,REGULAR
CUST0665,Sahil Deshmukh,sahil.deshmukh665@yahoo.com,2025-10-14,PREMIUM
CUST0666,Riya Kulkarni,riya.kulkarni666@example.com,2025-11-19,REGULAR
CUST0667,Ishaan Mehta,ishaan.mehta667@example.com,2025-07-22,REGULAR
CUST0668,Vikram Mishra,vikram.mishra668@outlook.com,2025-08-19,VIP
CUST0669,Kavya Singh,kavya.singh669@gmail.com,2025-12-27,REGULAR
CUST0670,Kabir Joshi,kabir.joshi670@gmail.com,2025-10-23,REGULAR
CUST0671,Sahil Deshmukh,sahil.deshmukh671@yahoo.com,2025-06-16,REGULAR
CUST0672,Riya Patil,riya.patil672@yahoo.com,2025-12-10,PREMIUM
CUST0673,Rahul Mehta,rahul.mehta673@yahoo.com,2025-11-02,PREMIUM
CUST0674,Vikram Singh,vikram.singh674@gmail.com,2025-06-28,PREMIUM
CUST0675,Riya Nair,riya.nair675@outlook.com,2026-02-21,VIP
CUST0676,Priya Mishra,priya.mishra676@gmail.com,2025-12-11,REGULAR
CUST0677,Meera Patil,meera.patil677@outlook.com,2025-06-06,REGULAR
CUST0678,Ishaan Verma,ishaan.verma678@outlook.com,2025-09-19,PREMIUM
CUST0679,Kavya Nair,kavya.nair679@outlook.com,2025-10-22,PREMIUM
CUST0680,Kavya Deshmukh,kavya.deshmukh680@example.com,2025-11-22,VIP
CUST0681,Ishaan Reddy,ishaan.reddy681@outlook.com,2025-09-08,PREMIUM
CUST0682,Rohan Deshmukh,rohan.deshmukh682@yahoo.com,2026-03-08,PREMIUM
CUST0683,Vikram Sharma,vikram.sharma683@yahoo.com,2026-05-03,REGULAR
CUST0684,Aditi Deshmukh,aditi.deshmukh684@outlook.com,2026-02-22,PREMIUM
CUST0685,Sahil Reddy,sahil.reddy685@example.com,2025-07-29,VIP
CUST0686,Aditi Singh,aditi.singh686@example.com,2025-09-08,REGULAR
CUST0687,Aditya Nair,aditya.nair687@gmail.com,2026-02-12,REGULAR
CUST0688,Priya Sharma,priya.sharma688@yahoo.com,2025-04-26,VIP
CUST0689,Priya Deshmukh,priya.deshmukh689@example.com,2025-10-17,VIP
CUST0690,Aditi Reddy,aditi.reddy690@gmail.com,2025-10-21,REGULAR
CUST0691,Ananya Jadhav,ananya.jadhav691@yahoo.com,2025-10-05,REGULAR
CUST0692,Riya Reddy,riya.reddy692@outlook.com,2025-08-06,REGULAR
CUST0693,Neha Joshi,neha.joshi693@gmail.com,2025-08-19,PREMIUM
CUST0694,Isha Khan,isha.khan694@gmail.com,2025-08-13,REGULAR
CUST0695,Neha Kulkarni,neha.kulkarni695@yahoo.com,2026-03-17,VIP
CUST0696,Vikram Mehta,vikram.mehta696@example.com,2025-03-26,VIP
CUST0697,Rohan Jadhav,rohan.jadhav697@outlook.com,2026-02-21,REGULAR
CUST0698,Vivaan Nair,vivaan.nair698@yahoo.com,2025-09-30,PREMIUM
CUST0699,Vikram Reddy,vikram.reddy699@outlook.com,2025-06-15,VIP
CUST0700,Priya Joshi,priya.joshi700yahoo.com,2026-05-03,VIP
CUST0701,Arjun Deshmukh,arjun.deshmukh701@example.com,2026-04-16,REGULAR
CUST0702,Ananya Khan,ananya.khan702@outlook.com,2025-12-26,REGULAR
CUST0703,Neha Deshmukh,neha.deshmukh703@yahoo.com,2026-03-01,REGULAR
CUST0704,Sneha Gupta,sneha.gupta704@outlook.com,2025-10-23,VIP
CUST0705,Ananya Mehta,ananya.mehta705@example.com,2025-07-12,PREMIUM
CUST0706,Aditya Mehta,aditya.mehta706@gmail.com,2025-07-26,VIP
CUST0707,Ananya Pawar,ananya.pawar707@yahoo.com,2025-08-21,PREMIUM
CUST0708,Meera Nair,meera.nair708@gmail.com,2026-03-21,VIP
CUST0709,Aditya Pawar,aditya.pawar709@example.com,2025-11-22,VIP
CUST0710,Isha Khan,isha.khan710@gmail.com,2026-02-12,VIP
CUST0711,Sneha Kulkarni,sneha.kulkarni711@example.com,2026-02-27,REGULAR
CUST0712,Aditi Joshi,aditi.joshi712@yahoo.com,2026-03-01,PREMIUM
CUST0713,Meera Reddy,meera.reddy713@outlook.com,2025-10-17,PREMIUM
CUST0714,Meera Mishra,meera.mishra714@gmail.com,2025-01-24,REGULAR
CUST0715,Riya Sharma,riya.sharma715@gmail.com,2026-04-21,REGULAR
CUST0716,Riya Gupta,riya.gupta716@gmail.com,2026-05-06,PREMIUM
CUST0717,Kabir Pawar,kabir.pawar717@outlook.com,2026-03-28,VIP
CUST0718,Priya Deshmukh,priya.deshmukh718@yahoo.com,2025-02-17,VIP
CUST0719,Isha Joshi,isha.joshi719@gmail.com,2025-07-10,VIP
CUST0720,Ishaan Sharma,ishaan.sharma720@example.com,2025-11-17,PREMIUM
CUST0721,Neha Singh,neha.singh721@gmail.com,2025-12-27,REGULAR
CUST0722,Aarav Kulkarni,aarav.kulkarni722@example.com,2025-02-09,REGULAR
CUST0723,Nikhil Kulkarni,nikhil.kulkarni723@example.com,2025-01-05,REGULAR
CUST0724,Meera Khan,meera.khan724@gmail.com,2026-03-17,PREMIUM
CUST0725,Rohan Gupta,rohan.gupta725@gmail.com,2025-04-28,PREMIUM
CUST0726,Aditya Pawar,aditya.pawar726@gmail.com,2025-02-22,PREMIUM
CUST0727,Isha Mishra,isha.mishra727@yahoo.com,2025-03-12,PREMIUM
CUST0728,Rohan Mehta,rohan.mehta728@outlook.com,2025-02-05,VIP
CUST0729,Nikhil Sharma,nikhil.sharma729@outlook.com,2025-08-14,PREMIUM
CUST0730,Kabir Mehta,kabir.mehta730@outlook.com,2026-04-16,PREMIUM
CUST0731,Vikram Mehta,vikram.mehta731@example.com,2026-03-17,REGULAR
CUST0732,Aditya Mishra,aditya.mishra732@gmail.com,2025-03-13,REGULAR
CUST0733,Nikhil Pawar,nikhil.pawar733@example.com,2025-06-29,PREMIUM
CUST0734,Meera Jadhav,meera.jadhav734@outlook.com,2025-05-07,PREMIUM
CUST0735,Aditya Kulkarni,aditya.kulkarni735@yahoo.com,2026-02-03,VIP
CUST0736,Aarav Khan,aarav.khan736@yahoo.com,2025-04-16,VIP
CUST0737,Vikram Reddy,vikram.reddy737@outlook.com,2026-01-18,PREMIUM
CUST0738,Priya Mehta,priya.mehta738@gmail.com,2026-02-06,REGULAR
CUST0739,Aditi Singh,aditi.singh739@gmail.com,2025-05-04,PREMIUM
CUST0740,Vikram Patil,vikram.patil740@gmail.com,2025-07-04,PREMIUM
CUST0741,Rohan Singh,rohan.singh741@example.com,2025-07-07,VIP
CUST0742,Ishaan Jadhav,ishaan.jadhav742@example.com,2026-05-04,REGULAR
CUST0743,Aarav Nair,aarav.nair743@gmail.com,2025-01-08,PREMIUM
CUST0744,Kabir Sharma,kabir.sharma744@gmail.com,2026-05-01,PREMIUM
CUST0745,Rahul Joshi,rahul.joshi745@example.com,2025-08-05,VIP
CUST0746,Sneha Patil,sneha.patil746@outlook.com,2025-05-23,REGULAR
CUST0747,Priya Patil,priya.patil747@outlook.com,2026-05-14,REGULAR
CUST0748,Sahil Verma,sahil.verma748@example.com,2025-10-28,VIP
CUST0749,Aditya Joshi,aditya.joshi749@example.com,2026-01-09,REGULAR
CUST0750,Vivaan Kulkarni,vivaan.kulkarni750@,2026-04-19,PREMIUM
CUST0751,Arjun Gupta,arjun.gupta751@gmail.com,2025-06-08,VIP
CUST0752,Ishaan Patil,ishaan.patil752@gmail.com,2025-12-29,REGULAR
CUST0753,Aarav Deshmukh,aarav.deshmukh753@example.com,2026-05-03,PREMIUM
CUST0754,Rahul Reddy,rahul.reddy754@yahoo.com,2025-03-27,PREMIUM
CUST0755,Rohan Pawar,rohan.pawar755@yahoo.com,2026-01-11,REGULAR
CUST0756,Aarav Verma,aarav.verma756@example.com,2025-05-20,VIP
CUST0757,Aditya Joshi,aditya.joshi757@gmail.com,2025-09-12,PREMIUM
CUST0758,Rahul Verma,rahul.verma758@gmail.com,2025-09-13,VIP
CUST0759,Ishaan Verma,ishaan.verma759@outlook.com,2025-05-11,REGULAR
CUST0760,Nikhil Mehta,nikhil.mehta760@gmail.com,2025-04-27,VIP
CUST0761,Rahul Sharma,rahul.sharma761@gmail.com,2026-03-16,REGULAR
CUST0762,Neha Sharma,neha.sharma762@example.com,2025-07-06,PREMIUM
CUST0763,Rohan Deshmukh,rohan.deshmukh763@gmail.com,2025-10-11,VIP
CUST0764,Kavya Kulkarni,kavya.kulkarni764@yahoo.com,2025-05-08,PREMIUM
CUST0765,Meera Joshi,meera.joshi765@gmail.com,2025-10-20,PREMIUM
CUST0766,Arjun Reddy,arjun.reddy766@gmail.com,2025-04-02,REGULAR
CUST0767,Rahul Sharma,rahul.sharma767@example.com,2025-02-05,PREMIUM
CUST0768,Priya Jadhav,priya.jadhav768@yahoo.com,2025-06-17,REGULAR
CUST0769,Sahil Gupta,sahil.gupta769@gmail.com,2025-07-08,REGULAR
CUST0770,Priya Nair,priya.nair770@yahoo.com,2026-01-14,VIP
CUST0771,Neha Gupta,neha.gupta771@yahoo.com,2025-10-30,PREMIUM
CUST0772,Kabir Pawar,kabir.pawar772@outlook.com,2025-03-19,REGULAR
CUST0773,Kavya Sharma,kavya.sharma773@outlook.com,2025-10-05,PREMIUM
CUST0774,Aarav Verma,aarav.verma774@gmail.com,2026-01-24,VIP
CUST0775,Sneha Khan,sneha.khan775@yahoo.com,2025-02-23,REGULAR
CUST0776,Rahul Kulkarni,rahul.kulkarni776@example.com,2025-09-09,REGULAR
CUST0777,Rohan Pawar,rohan.pawar777@yahoo.com,2025-02-17,REGULAR
CUST0778,Neha Mishra,neha.mishra778@example.com,2025-12-25,PREMIUM
CUST0779,Riya Pawar,riya.pawar779@gmail.com,2025-10-25,REGULAR
CUST0780,Rahul Deshmukh,rahul.deshmukh780@example.com,2025-02-08,VIP
CUST0781,Nikhil Sharma,nikhil.sharma781@example.com,2025-12-06,REGULAR
CUST0782,Neha Joshi,neha.joshi782@yahoo.com,2026-03-12,PREMIUM
CUST0783,Sneha Pawar,sneha.pawar783@yahoo.com,2025-06-12,PREMIUM
CUST0784,Ananya Kulkarni,ananya.kulkarni784@gmail.com,2026-04-29,REGULAR
CUST0785,Rohan Jadhav,rohan.jadhav785@gmail.com,2025-03-21,REGULAR
CUST0786,Ishaan Gupta,ishaan.gupta786@example.com,2025-06-10,PREMIUM
CUST0787,Arjun Reddy,arjun.reddy787@yahoo.com,2026-05-09,REGULAR
CUST0788,Riya Joshi,riya.joshi788@example.com,2025-05-16,REGULAR
CUST0789,Aditya Deshmukh,aditya.deshmukh789@yahoo.com,2026-02-28,VIP
CUST0790,Vikram Sharma,vikram.sharma790@outlook.com,2026-03-04,PREMIUM
CUST0791,Rohan Patil,rohan.patil791@outlook.com,2026-05-11,PREMIUM
CUST0792,Sneha Reddy,sneha.reddy792@gmail.com,2025-12-13,PREMIUM
CUST0793,Ananya Khan,ananya.khan793@outlook.com,2025-01-16,PREMIUM
CUST0794,Riya Reddy,riya.reddy794@outlook.com,2025-02-18,PREMIUM
CUST0795,Arjun Jadhav,arjun.jadhav795@outlook.com,2025-03-04,REGULAR
CUST0796,Vivaan Khan,vivaan.khan796@outlook.com,2025-03-08,REGULAR
CUST0797,Sneha Verma,sneha.verma797@gmail.com,2025-10-26,VIP
CUST0798,Ananya Mishra,ananya.mishra798@gmail.com,2025-01-12,REGULAR
CUST0799,Kabir Mishra,kabir.mishra799@example.com,2026-02-19,REGULAR
CUST0800,Aditya Mishra,aditya.mishra800yahoo.com,2025-03-04,REGULAR
